	Run	Cell	Method	Species	CellLine	Layout	SRR	TotalReads	UniqReads	Background	GC.Mean	GC.Median	Spikiness	GenomicDepth	GenomicCoverage
350	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009687	OP-Strand-seq	Human	HG001	PAIRED	SRR15009687	764470	729150	0.005894	0.4402376876664317	0.4342105263157895	0.1421952263010381	0.018483840997424	0.01526819713454051
351	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009688	OP-Strand-seq	Human	HG001	PAIRED	SRR15009688	738806	706102	0.005617	0.4393364812360493	0.4342105263157895	0.1466021038570713	0.01801425168080311	0.01495943312408445
352	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009689	OP-Strand-seq	Human	HG001	PAIRED	SRR15009689	697514	668450	0.004917	0.4436575298173229	0.4347826086956522	0.1477197777055451	0.01695310406865239	0.01394598600842062
353	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009690	OP-Strand-seq	Human	HG001	PAIRED	SRR15009690	590772	558674	0.009408	0.4525128233561691	0.4473684210526316	0.2489861170180449	0.01426752357733187	0.0115977841211035
354	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009691	OP-Strand-seq	Human	HG001	PAIRED	SRR15009691	219152	213448	0.007922	0.4477447279623714	0.4473684210526316	0.2235680538157285	0.005318603793073053	0.004361887082159256
355	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009692	OP-Strand-seq	Human	HG001	PAIRED	SRR15009692	479276	454078	0.003459	0.4383894019879448	0.4342105263157895	0.1674236783320923	0.0116444240964127	0.009656029670790552
356	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009693	OP-Strand-seq	Human	HG001	PAIRED	SRR15009693	826654	758978	0.110553	0.4371747226916369	0.4342105263157895	0.2058963754698362	0.02022598894471124	0.01674970765458955
357	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009694	OP-Strand-seq	Human	HG001	PAIRED	SRR15009694	0	0	0.0			0.0	0.0	0.0
358	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009695	OP-Strand-seq	Human	HG001	PAIRED	SRR15009695	134074	129430	0.007103	0.4261080724621544	0.4210526315789473	0.2670134020282388	0.003219156556676077	0.002366545181954168
359	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009696	OP-Strand-seq	Human	HG001	PAIRED	SRR15009696	316410	308536	0.008898	0.4543064491041751	0.4473684210526316	0.199852073032092	0.007681898889791265	0.006431913116740256
360	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009697	OP-Strand-seq	Human	HG001	PAIRED	SRR15009697	712680	650986	0.014061	0.4432030222711851	0.4383561643835616	0.1506203746830203	0.01740014452764523	0.01411899322117994
361	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009698	OP-Strand-seq	Human	HG001	PAIRED	SRR15009698	621678	574976	0.006412999999999999	0.4386479845492421	0.4342105263157895	0.1534388425806925	0.01514421806973916	0.01255966743797779
362	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009699	OP-Strand-seq	Human	HG001	PAIRED	SRR15009699	675516	637778	0.00605	0.4532630488618958	0.4473684210526316	0.157757225433526	0.01645323511588736	0.01360126375613098
363	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009700	OP-Strand-seq	Human	HG001	PAIRED	SRR15009700	694974	640170	0.013663	0.443318367684935	0.4383561643835616	0.1508742495270993	0.01694350198677912	0.01375811480353018
364	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009701	OP-Strand-seq	Human	HG001	PAIRED	SRR15009701	658010	607114	0.003738	0.4364244235084075	0.4342105263157895	0.1499451106818782	0.01602992612259216	0.01327293975602981
365	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009702	OP-Strand-seq	Human	HG001	PAIRED	SRR15009702	684402	630438	0.00347	0.4409211525541368	0.4342105263157895	0.1498988979203771	0.01666622700313131	0.01365530824925942
366	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009703	OP-Strand-seq	Human	HG001	PAIRED	SRR15009703	664766	613834	0.003431	0.4342338051479243	0.4305555555555556	0.1529924189077319	0.01621659802376967	0.01333959154683188
367	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009704	OP-Strand-seq	Human	HG001	PAIRED	SRR15009704	729928	679662	0.029408	0.4324307705234978	0.4266666666666667	0.1413425697464021	0.01781085804934749	0.01490871523789057
368	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009705	OP-Strand-seq	Human	HG001	PAIRED	SRR15009705	631328	582794	0.003426	0.4401952372368038	0.4342105263157895	0.1536580955480815	0.01539059950452437	0.0126174806247633
369	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009706	OP-Strand-seq	Human	HG001	PAIRED	SRR15009706	259904	249346	0.01172	0.4422246434051538	0.4342105263157895	0.2041826768454729	0.006321485349112799	0.005381578368430512
370	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009707	OP-Strand-seq	Human	HG001	PAIRED	SRR15009707	460450	426922	0.085458	0.4471896975998461	0.4473684210526316	0.219064928923959	0.01122663718715068	0.009331642712083405
371	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009708	OP-Strand-seq	Human	HG001	PAIRED	SRR15009708	359708	334916	0.005997	0.4570656609858854	0.4533333333333333	0.1943205097590709	0.008769671531325194	0.007319260125247334
372	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009709	OP-Strand-seq	Human	HG001	PAIRED	SRR15009709	202374	195162	0.008029999999999999	0.4510810128252578	0.4473684210526316	0.2371717346233587	0.004933350431805441	0.004155525452274874
373	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009710	OP-Strand-seq	Human	HG001	PAIRED	SRR15009710	704592	640796	0.155237	0.4508555457984608	0.4473684210526316	0.2571926167237937	0.01725966355853637	0.01402448370599506
374	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009711	OP-Strand-seq	Human	HG001	PAIRED	SRR15009711	699606	641056	0.005895	0.4460677825969994	0.445717653221582	0.166410697431209	0.01705078610389689	0.01388453769312474
375	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009712	OP-Strand-seq	Human	HG001	PAIRED	SRR15009712	609722	565530	0.006542	0.4430268915835783	0.4342105263157895	0.1549012810907722	0.01485737891724149	0.01221501127260968
376	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009713	OP-Strand-seq	Human	HG001	PAIRED	SRR15009713	755948	687506	0.106952	0.4436900941156838	0.4375	0.2059684633115049	0.0185371887952691	0.01541133166746198
377	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009714	OP-Strand-seq	Human	HG001	PAIRED	SRR15009714	694354	641320	0.005121	0.4438392971698364	0.44	0.1499560954914838	0.01690705504955207	0.01382655268034324
378	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009715	OP-Strand-seq	Human	HG001	PAIRED	SRR15009715	586646	553148	0.004242	0.4493744211994979	0.4473684210526316	0.1658624986702734	0.01434895831682972	0.01204053066932602
379	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009716	OP-Strand-seq	Human	HG001	PAIRED	SRR15009716	628830	580182	0.004942	0.43598035876	0.4342105263157895	0.1523566120547885	0.0153573076960618	0.01269527188792911
380	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009717	OP-Strand-seq	Human	HG001	PAIRED	SRR15009717	674388	619828	0.008563	0.4386509417338834	0.4342105263157895	0.1469228177985566	0.0164344340823622	0.01341779741847385
381	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009718	OP-Strand-seq	Human	HG001	PAIRED	SRR15009718	487132	457662	0.005321999999999999	0.4366574920708437	0.4342105263157895	0.1663200228232761	0.01187907197219216	0.009913884838632096
382	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009719	OP-Strand-seq	Human	HG001	PAIRED	SRR15009719	623534	575960	0.007847	0.4390418832784155	0.4342105263157895	0.1547683584363828	0.01519165247941041	0.01243721358976032
383	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009720	OP-Strand-seq	Human	HG001	PAIRED	SRR15009720	475852	447084	0.005319	0.4396554607380093	0.4342105263157895	0.2304902212172778	0.01173088978976895	0.009846347830907341
384	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009721	OP-Strand-seq	Human	HG001	PAIRED	SRR15009721	491788	460226	0.115928	0.4439660919908401	0.44	0.2563987979881349	0.01202122285346046	0.01011272612467159
385	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009722	OP-Strand-seq	Human	HG001	PAIRED	SRR15009722	509870	477674	0.007261	0.4450127907353309	0.44	0.1644231745597267	0.01241023621273756	0.01030051906873391
386	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009723	OP-Strand-seq	Human	HG001	PAIRED	SRR15009723	99458	97918	0.007909999999999999	0.4456686174768547	0.44	0.3039515642506249	0.00241004046327597	0.002047948481051274
387	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009724	OP-Strand-seq	Human	HG001	PAIRED	SRR15009724	552598	515006	0.169628	0.4485427932860761	0.4473684210526316	0.278031256342602	0.01358079872348673	0.01139285136002791
388	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009725	OP-Strand-seq	Human	HG001	PAIRED	SRR15009725	465584	438198	0.004308	0.4358008522070904	0.4342105263157895	0.1720790621828205	0.01135477868453108	0.00958841544571537
389	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009726	OP-Strand-seq	Human	HG001	PAIRED	SRR15009726	633660	592014	0.228146	0.4492300169941991	0.4473684210526316	0.2634171141685996	0.01559487383116592	0.01299158303541239
390	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009727	OP-Strand-seq	Human	HG001	PAIRED	SRR15009727	471040	443540	0.008865999999999999	0.4347829331272711	0.4342105263157895	0.1688146047096001	0.01147463879499122	0.009670452967502812
391	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009728	OP-Strand-seq	Human	HG001	PAIRED	SRR15009728	516422	483660	0.04612	0.4418794449525906	0.4342105263157895	0.1915954974013425	0.01259814080891467	0.01048530262308501
392	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009729	OP-Strand-seq	Human	HG001	PAIRED	SRR15009729	446500	420150	0.011254	0.4380853774687105	0.4342105263157895	0.1713739203203921	0.01096265645733456	0.009243093193743359
393	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009730	OP-Strand-seq	Human	HG001	PAIRED	SRR15009730	444948	419498	0.007997	0.4364878906873093	0.4342105263157895	0.1685428267031177	0.01084274765124803	0.009021674180525878
394	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009731	OP-Strand-seq	Human	HG001	PAIRED	SRR15009731	484782	455254	0.005822	0.4383595681313783	0.4342105263157895	0.1671427379042355	0.01179562784245371	0.009798559334467024
395	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009732	OP-Strand-seq	Human	HG001	PAIRED	SRR15009732	209038	202354	0.141265	0.4394044109219011	0.4342105263157895	0.2880298735957962	0.005128073111329643	0.004463600419617447
396	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009733	OP-Strand-seq	Human	HG001	PAIRED	SRR15009733	410248	387278	0.005492	0.4340567623103047	0.4305555555555556	0.1703410199532371	0.00998937210301762	0.00846099865125567
397	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009734	OP-Strand-seq	Human	HG001	PAIRED	SRR15009734	411754	389138	0.08826200000000001	0.4360435362455152	0.4342105263157895	0.224424204185743	0.01008804265947794	0.00860752239977423
398	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009735	OP-Strand-seq	Human	HG001	PAIRED	SRR15009735	325522	310428	0.005599	0.4381598490869431	0.4342105263157895	0.1903706373112307	0.00791893911213032	0.006704307755145599
399	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009736	OP-Strand-seq	Human	HG001	PAIRED	SRR15009736	378020	359520	0.003977	0.4370342008118979	0.4342105263157895	0.1836897532928511	0.009213612861523906	0.007777180578480403
400	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009737	OP-Strand-seq	Human	HG001	PAIRED	SRR15009737	697530	646318	0.005403	0.4398678774079918	0.4342105263157895	0.1515390712405531	0.01703163863577252	0.01417228467122877
401	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009738	OP-Strand-seq	Human	HG001	PAIRED	SRR15009738	441046	413104	0.004425999999999999	0.4393198576151571	0.4342105263157895	0.1694174187656563	0.01072831327704598	0.008967308991915031
402	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009739	OP-Strand-seq	Human	HG001	PAIRED	SRR15009739	461300	428244	0.06450499999999999	0.4418025470154039	0.4342105263157895	0.1890179462350264	0.01124552169889251	0.009339699055644534
403	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009740	OP-Strand-seq	Human	HG001	PAIRED	SRR15009740	387458	364842	0.011565	0.4440491021439882	0.44	0.1791628122109158	0.009409362323113232	0.007784510661556444
404	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009741	OP-Strand-seq	Human	HG001	PAIRED	SRR15009741	406514	379336	0.00504	0.4420997654845295	0.4342105263157895	0.179429746554024	0.009885753027437877	0.00817449028119158
405	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009742	OP-Strand-seq	Human	HG001	PAIRED	SRR15009742	432540	404294	0.004761	0.4350068415074311	0.4342105263157895	0.1695663748688475	0.01051746156258209	0.00877861065702768
406	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009743	OP-Strand-seq	Human	HG001	PAIRED	SRR15009743	387884	364200	0.004842	0.436696897300747	0.4342105263157895	0.1815210588535268	0.009425220749500527	0.007850379148425369
407	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009744	OP-Strand-seq	Human	HG001	PAIRED	SRR15009744	408226	380968	0.006663	0.4309784938273551	0.4210526315789473	0.1792335189957603	0.009928991613243395	0.008325048462356953
408	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009745	OP-Strand-seq	Human	HG001	PAIRED	SRR15009745	319474	302200	0.017305	0.4308039244862121	0.4210526315789473	0.1919551792550367	0.007768715539483459	0.006583257036620101
409	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009746	OP-Strand-seq	Human	HG001	PAIRED	SRR15009746	370470	347286	0.014612	0.4341717291113714	0.4305555555555556	0.1838164148314033	0.008999060627279905	0.007531377230345689
410	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009747	OP-Strand-seq	Human	HG001	PAIRED	SRR15009747	322366	304676	0.005123	0.4347332785133592	0.4328358208955224	0.1908884837477557	0.00782849011653497	0.006549933228174479
411	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009748	OP-Strand-seq	Human	HG001	PAIRED	SRR15009748	261856	253772	0.013985	0.4437726426288837	0.4342105263157895	0.2094727939103468	0.006399451220881823	0.005574633918402496
412	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009749	OP-Strand-seq	Human	HG001	PAIRED	SRR15009749	588888	541484	0.004813	0.4502397044950829	0.4473684210526316	0.1606058016500676	0.01434347936320849	0.01189282639969329
413	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009750	OP-Strand-seq	Human	HG001	PAIRED	SRR15009750	631970	577152	0.006467000000000001	0.445127229551674	0.44	0.1521599462659979	0.01540680366985907	0.01254627857550052
414	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009751	OP-Strand-seq	Human	HG001	PAIRED	SRR15009751	554428	509898	0.003257	0.4333593152233557	0.4266666666666667	0.1809682736726429	0.01374816837401313	0.01143091151379224
415	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009752	OP-Strand-seq	Human	HG001	PAIRED	SRR15009752	112634	110060	0.392367	0.4321968563391167	0.4210526315789473	0.2882143676841863	0.002781123049436772	0.002391717690367192
416	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009753	OP-Strand-seq	Human	HG001	PAIRED	SRR15009753	129428	127614	0.358059	0.4346247609327079	0.4246575342465753	0.2780150733050777	0.003204141260277218	0.002821441288962211
417	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009754	OP-Strand-seq	Human	HG001	PAIRED	SRR15009754	17002388	8702976	0.009658	0.4351736796961248	0.4342105263157895	0.08494959512266527	0.4195580693678673	0.1792794240475536
418	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009755	OP-Strand-seq	Human	HG001	PAIRED	SRR15009755	5403896	4188430	0.009519	0.4396400615661178	0.4342105263157895	0.099214257689834	0.1332185054752817	0.08790933885286477
419	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009756	OP-Strand-seq	Human	HG001	PAIRED	SRR15009756	18906412	9002632	0.007976	0.4373575551142273	0.4342105263157895	0.08691822100745193	0.4665740249997684	0.1847612267107523
420	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009757	OP-Strand-seq	Human	HG001	PAIRED	SRR15009757	7618260	5314274	0.004071	0.4377785452229413	0.4342105263157895	0.1064119736719482	0.188836374466448	0.1119898273222549
421	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009758	OP-Strand-seq	Human	HG001	PAIRED	SRR15009758	5871042	4001264	0.004213000000000001	0.4342368046401758	0.4266666666666667	0.1406742536346229	0.1447185515611703	0.08432084823084139
422	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009759	OP-Strand-seq	Human	HG001	PAIRED	SRR15009759	14682	14524	0.389749	0.4327648495754029	0.4266666666666667	0.7004950495049505	0.0003601385919544567	0.0003116088785152302
423	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009760	OP-Strand-seq	Human	HG001	PAIRED	SRR15009760	615974	561860	0.0122	0.4402187317490811	0.4342105263157895	0.1583391107197062	0.01503648490938086	0.01228021019461568
424	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009761	OP-Strand-seq	Human	HG001	PAIRED	SRR15009761	14061932	7080174	0.00457	0.4367093091382662	0.4342105263157895	0.1964685455318109	0.3546545576402655	0.1519871755393109
425	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009762	OP-Strand-seq	Human	HG001	PAIRED	SRR15009762	3828398	3129750	0.004574	0.432470270235533	0.4210526315789473	0.09948096477266824	0.09448293154677502	0.06783590913173784
426	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009763	OP-Strand-seq	Human	HG001	PAIRED	SRR15009763	10961302	6902900	0.008053	0.4353859934675846	0.4342105263157895	0.09231561841194033	0.2700164643599796	0.1446681581965437
427	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009764	OP-Strand-seq	Human	HG001	PAIRED	SRR15009764	4941328	3872128	0.005848	0.4392691151177593	0.4342105263157895	0.111781243739057	0.1218927869492794	0.08180269199871401
428	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009765	OP-Strand-seq	Human	HG001	PAIRED	SRR15009765	17833600	8888362	0.070425	0.4412983445689577	0.4342105263157895	0.1293651798719479	0.440822672023615	0.1821822896412366
429	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009766	OP-Strand-seq	Human	HG001	PAIRED	SRR15009766	8549170	4688782	0.006403	0.4410454790117088	0.4342105263157895	0.2645489160939942	0.2191816116193346	0.1025943241222395
430	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009767	OP-Strand-seq	Human	HG001	PAIRED	SRR15009767	9542596	6211046	0.004919	0.4369915587462657	0.4342105263157895	0.1332585703253534	0.2379530312471257	0.1313595575898273
431	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009768	OP-Strand-seq	Human	HG001	PAIRED	SRR15009768	5514086	4243006	0.329282	0.4468819045557413	0.4473684210526316	0.2089697302208142	0.1378965363900771	0.09284017693817416
432	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009769	OP-Strand-seq	Human	HG001	PAIRED	SRR15009769	11993290	7264342	0.060486	0.4396910966493413	0.4342105263157895	0.1179056035402005	0.2968984122158667	0.1523021938073255
433	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009770	OP-Strand-seq	Human	HG001	PAIRED	SRR15009770	555026	506428	0.004636	0.4337563829162465	0.4285714285714285	0.160343521931978	0.01354637891562132	0.01115227096564994
434	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009771	OP-Strand-seq	Human	HG001	PAIRED	SRR15009771	22283430	9654018	0.005552000000000001	0.4386776385290649	0.4342105263157895	0.08875209944327453	0.5498249409274574	0.1961740446689058
435	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009772	OP-Strand-seq	Human	HG001	PAIRED	SRR15009772	21217434	9301420	0.007072	0.4400571149043128	0.4342105263157895	0.09054332890422698	0.523828143559501	0.1886386657015481
436	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009773	OP-Strand-seq	Human	HG001	PAIRED	SRR15009773	5354198	4034456	0.137633	0.4532158210851104	0.4473684210526316	0.2041384397988446	0.1331424133416511	0.0866225558819026
437	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009774	OP-Strand-seq	Human	HG001	PAIRED	SRR15009774	57962	56450	0.018145	0.4557335867902119	0.4473684210526316	0.3997242510061112	0.001435181848922861	0.001227443871941018
438	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009775	OP-Strand-seq	Human	HG001	PAIRED	SRR15009775	6795506	4965766	0.004263	0.4359573647485341	0.4342105263157895	0.09621898920864838	0.167426581974519	0.1038266552959411
439	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009776	OP-Strand-seq	Human	HG001	PAIRED	SRR15009776	9707746	6335648	0.00496	0.4404242778694267	0.4342105263157895	0.09973000981873036	0.239679756246056	0.1286416425069287
440	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009777	OP-Strand-seq	Human	HG001	PAIRED	SRR15009777	14072026	7951118	0.006643	0.4382478351798564	0.4342105263157895	0.08844778471100749	0.3466053392927561	0.1632819991251469
441	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009778	OP-Strand-seq	Human	HG001	PAIRED	SRR15009778	21492618	9268900	0.004794	0.437843207293361	0.4342105263157895	0.08776228624196347	0.5304397828419654	0.1887810249305322
442	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009779	OP-Strand-seq	Human	HG001	PAIRED	SRR15009779	6882388	5059134	0.050214	0.4403537524389355	0.4342105263157895	0.1302955599580856	0.1705586954468402	0.1066516009308742
443	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009780	OP-Strand-seq	Human	HG001	PAIRED	SRR15009780	6400592	4675512	0.007656	0.441927719560459	0.4342105263157895	0.1002155449676457	0.1577363978870269	0.09795910640217044
444	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009781	OP-Strand-seq	Human	HG001	PAIRED	SRR15009781	549488	504302	0.003529	0.4342621643263653	0.4324324324324325	0.1567183219357133	0.01339243812755102	0.01101359103906589
445	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009782	OP-Strand-seq	Human	HG001	PAIRED	SRR15009782	3513408	2825536	0.020385	0.4498703333119896	0.4473684210526316	0.116100914624592	0.08653866027414228	0.0591336128690926
446	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009783	OP-Strand-seq	Human	HG001	PAIRED	SRR15009783	36462	36072	0.013862	0.4323795022869791	0.4210526315789473	0.4754924953095685	0.0008939918745545625	0.0007768813278562153
447	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009784	OP-Strand-seq	Human	HG001	PAIRED	SRR15009784	16637406	8599464	0.009496	0.4379938052363919	0.4342105263157895	0.0883528619898625	0.4102315143052645	0.1760523847124419
448	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009785	OP-Strand-seq	Human	HG001	PAIRED	SRR15009785	21448414	9406372	0.007598000000000001	0.4305573914571297	0.4210526315789473	0.0864315423663562	0.5291983316730919	0.1968314683208713
449	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009786	OP-Strand-seq	Human	HG001	PAIRED	SRR15009786	7694826	5384766	0.003807	0.4387430222761323	0.4342105263157895	0.09646132245614104	0.1897690400596595	0.1138219080914977
450	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009787	OP-Strand-seq	Human	HG001	PAIRED	SRR15009787	1528528	1350866	0.010246	0.4436742467584165	0.4342105263157895	0.1274247736929902	0.03780422485633731	0.02955393218049225
451	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009788	OP-Strand-seq	Human	HG001	PAIRED	SRR15009788	6272514	4529646	0.005672	0.4421304045320652	0.4342105263157895	0.1028486959486176	0.1547213490483849	0.0951454289351851
452	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009789	OP-Strand-seq	Human	HG001	PAIRED	SRR15009789	1071774	974374	0.009288	0.4595228467723786	0.4605263157894737	0.1519664051716305	0.02637939020889325	0.02084553644281514
453	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009790	OP-Strand-seq	Human	HG001	PAIRED	SRR15009790	14050146	7831100	0.005739	0.4407485165101277	0.4342105263157895	0.0920188602294401	0.3469194184308331	0.1621468633782518
454	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009791	OP-Strand-seq	Human	HG001	PAIRED	SRR15009791	18278720	8840072	0.004597	0.438671788994713	0.4342105263157895	0.08789939109153673	0.4513630994870826	0.1814753206241955
455	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009792	OP-Strand-seq	Human	HG001	PAIRED	SRR15009792	568186	520978	0.004352	0.4383633725179716	0.4342105263157895	0.157684768169005	0.01382255268246081	0.01120555650265844
456	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009793	OP-Strand-seq	Human	HG001	PAIRED	SRR15009793	12495212	7398896	0.006716	0.4435666492147782	0.4342105263157895	0.0979697973298808	0.3086738884168145	0.1537891585853567
457	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009794	OP-Strand-seq	Human	HG001	PAIRED	SRR15009794	13053392	7386568	0.036226	0.4416887501712096	0.4342105263157895	0.1046911032511575	0.3229298008698585	0.1538670427180386
458	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009795	OP-Strand-seq	Human	HG001	PAIRED	SRR15009795	13308876	7170804	0.01552	0.4370637271204823	0.4342105263157895	0.09285857529068108	0.3289615684593019	0.1496011663676608
