Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,sex,Population,Super_Population_Code,Cell_Line,Cell_type,common_name,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,Submitter_Id,disease,CULTURE_COLLECTION,DNA-ID,Population_Description,Super_Population_Description,Family_Id,Broker_name,Coriell_panel,Genotype,relationship,Coriell_plate,HapMap_sample_ID,BIOMATERIAL_PROVIDER,BioSampleModel,Isolate,tissue,AssemblyName,AGE,Collection,ETHNICITY,family_role,Race,tag,Isolation_source,sample_type,well_information,Individual,organism_part,fosmid_library_name,fosmid_library_source,relationship_type,Chinese_Code,local_family_id,type,xenograft
SRR15009813,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321962,NextSeq 550,na12878-bespoke-fdu-f5-r6-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,712196,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",152,1433664,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009814,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321961,NextSeq 550,na12878-icell8-fdu-33quickligase-r03-c13,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,18553676,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",152,44972544,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009815,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321960,NextSeq 550,na12878-bespoke-fdu-f5-r6-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,262992975,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,695611128,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009816,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321959,NextSeq 550,na12878-bespoke-fdu-f5-r6-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,138370214,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,369420344,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009817,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321958,NextSeq 550,na12878-bespoke-fdu-f5-r6-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,450763926,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,1209833512,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009818,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321957,NextSeq 550,na12878-bespoke-fdu-f5-r6-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,380493552,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,1015530696,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009819,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321956,NextSeq 550,na12878-bespoke-fdu-f5-r6-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,276385736,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,731517024,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009820,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321955,NextSeq 550,na12878-bespoke-fdu-f5-r5-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,232884054,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",152,619928960,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009821,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321954,NextSeq 550,na12878-bespoke-fdu-f5-r5-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,121845530,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",152,323464056,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009822,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321953,NextSeq 550,na12878-bespoke-fdu-f5-r5-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,305689479,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",152,812114416,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009823,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321952,NextSeq 550,na12878-bespoke-fdu-f5-r5-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,600643265,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,1602367280,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009824,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321951,NextSeq 550,na12878-bespoke-fdu-f5-r5-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,572200038,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",152,1533035976,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009825,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321950,NextSeq 550,na12878-icell8-fdu-33quickligase-r03-c11,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,19543948,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,47305136,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009826,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321949,NextSeq 550,na12878-icell8-fdu-133quickligase-r01-c07,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,22927522,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,56100616,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009827,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321948,NextSeq 550,na12878-bespoke-fdu-f5-r5-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,69961722,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",152,185626808,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009828,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321947,NextSeq 550,na12878-bespoke-fdu-f5-r5-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,17047554,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",152,45104784,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009829,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321946,NextSeq 550,na12878-bespoke-fdu-f5-r4-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,142043223,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,379354000,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009830,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321945,NextSeq 550,na12878-bespoke-fdu-f5-r4-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,264812153,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",152,708125744,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009831,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321944,NextSeq 550,na12878-bespoke-fdu-f5-r4-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,394217133,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",152,1048850008,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009832,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321943,NextSeq 550,na12878-bespoke-fdu-f5-r4-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,591448351,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",152,1586899000,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009833,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321942,NextSeq 550,na12878-bespoke-fdu-f5-r4-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,185924618,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,496214032,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009834,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321941,NextSeq 550,na12878-bespoke-fdu-f5-r4-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,223941388,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,595419720,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009835,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321940,NextSeq 550,na12878-bespoke-fdu-f5-r4-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,185864650,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,494444144,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009836,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321939,NextSeq 550,na12878-bespoke-fdu-f5-r3-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,110066,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",152,74784,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541118,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743939,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r3-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,79190,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",152,760,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541119,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743938,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r3-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23549360,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",152,60874936,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541120,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743937,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r3-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,79585,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",152,1824,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541121,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743936,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r2-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,24891339,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",152,63571112,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541122,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743935,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r2-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,84048,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,12616,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541126,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743931,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r2-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,90626,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,24016,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541130,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743927,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r1-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,88716,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",152,20520,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541132,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743925,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r2-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,31655283,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",152,81126504,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541134,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743923,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f5-r1-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,30479068,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,78909432,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541136,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743921,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r1-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,32675748,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",152,84387968,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541137,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743920,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f7-r1-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,83948,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",152,11096,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541146,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743911,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r6-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,34645696,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,89412176,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541148,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743909,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r6-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28099598,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",152,70422968,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541149,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743908,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r6-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,11679423,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",152,30114088,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541150,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743907,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r6-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,42999097,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",152,111602656,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541151,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743906,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r6-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,20296508,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,52360504,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541153,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743904,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r5-c7,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,23321908,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",152,60216016,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541154,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743903,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r5-c6,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,13385031,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,34219608,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541155,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743902,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r5-c5,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,29354152,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",152,75480920,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541158,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743899,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r5-c3,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,50629110,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,131534720,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541160,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743897,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r5-c1,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,213067,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",152,343064,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541164,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743893,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r4-c4,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,51633633,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",152,134377880,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR16541166,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX12743891,NextSeq 550,na12878-bespoke-fdu-shallow-suptableS5-f6-r4-c2,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-10-22T00:00:00Z,NA12878_for_Strand_seq,SRP326369,15533383,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,40043032,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
