Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Collection,Consent,Coriell_plate,CULTURE_COLLECTION,DATASTORE filetype,DATASTORE provider,DATASTORE region,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ETHNICITY,Experiment,Family_Id,family_role,HapMap_sample_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,race,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,tag
ERR1429501,WGS,202,493651438,PRJEB14185,SAMN00801912,194213260,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499879,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_62,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429502,WGS,202,123437756,PRJEB14185,SAMN00801912,48787508,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499880,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_63,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429503,WGS,202,507124434,PRJEB14185,SAMN00801912,200014916,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499881,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_64,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429504,WGS,202,346844302,PRJEB14185,SAMN00801912,137175694,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499882,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_66,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429505,WGS,202,346989540,PRJEB14185,SAMN00801912,137377710,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499883,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_67,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429506,WGS,202,324959824,PRJEB14185,SAMN00801912,128668564,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499884,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_68,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429507,WGS,202,280766062,PRJEB14185,SAMN00801912,110985867,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499885,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_69,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429508,WGS,202,191420048,PRJEB14185,SAMN00801912,75970756,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499886,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_70,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429509,WGS,202,361188322,PRJEB14185,SAMN00801912,144789872,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499887,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_72,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429510,WGS,202,302291788,PRJEB14185,SAMN00801912,119595272,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499888,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_78,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429511,WGS,202,222511080,PRJEB14185,SAMN00801912,88820321,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499889,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_80,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429512,WGS,202,323710656,PRJEB14185,SAMN00801912,128230133,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499890,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_81,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429513,WGS,202,299415712,PRJEB14185,SAMN00801912,117619072,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499891,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_83,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429514,WGS,202,182909182,PRJEB14185,SAMN00801912,72318446,GM12891,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12891,"sra,contigs,fastq","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12891,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499892,1463,maternal grandfather,NA12891,Illumina HiSeq 2500,NW140626-IV_84,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12891,male,ERP015812,EUR,European,"Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Ceph/utah pedigree 1463"
ERR1429515,WGS,51,37872396,PRJEB14185,SAMN00801914,17278657,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499893,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_20,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463,Cytochrome p450\, subfamily iic\, polypeptide 19"
ERR1429516,WGS,51,22495131,PRJEB14185,SAMN00801914,10366929,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499894,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_22,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463,Cytochrome p450\, subfamily iic\, polypeptide 19"
ERR1429517,WGS,51,31983069,PRJEB14185,SAMN00801914,14691058,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499895,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_23,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463,Cytochrome p450\, subfamily iic\, polypeptide 19"
ERR1429518,WGS,51,49116723,PRJEB14185,SAMN00801914,22290367,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499896,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_27,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463,Cytochrome p450\, subfamily iic\, polypeptide 19"
ERR1429519,WGS,51,54168018,PRJEB14185,SAMN00801914,24589055,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499897,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_28,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463,Cytochrome p450\, subfamily iic\, polypeptide 19"
ERR1429520,WGS,51,18312519,PRJEB14185,SAMN00801914,8526779,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499898,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_35,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,International hapmap project - ceph utah residents with ancestry from northern and western europe,Cyp2c19,Ceph/utah pedigree 1463,Cytochrome p450\, subfamily iic\, polypeptide 19"
ERR1429521,WGS,51,39784080,PRJEB14185,SAMN00801914,18143683,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499899,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_39,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph utah residents with ancestry from northern and western europe,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429522,WGS,51,62373612,PRJEB14185,SAMN00801914,28276385,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499900,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_40,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429523,WGS,51,26813046,PRJEB14185,SAMN00801914,12292772,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499901,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_53,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429524,WGS,51,36440571,PRJEB14185,SAMN00801914,16664401,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499902,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_54,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429525,WGS,51,26126994,PRJEB14185,SAMN00801914,11936678,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499903,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_57,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429526,WGS,51,30607038,PRJEB14185,SAMN00801914,13995888,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499904,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_59,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429527,WGS,51,52341045,PRJEB14185,SAMN00801914,23737894,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499905,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_64,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429528,WGS,51,24736377,PRJEB14185,SAMN00801914,11359965,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499906,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_66,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429529,WGS,51,31140345,PRJEB14185,SAMN00801914,14230645,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499907,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_70,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429530,WGS,51,32345985,PRJEB14185,SAMN00801914,14798509,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499908,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_75,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
ERR1429531,WGS,51,29993253,PRJEB14185,SAMN00801914,13683383,GM12892,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12892,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12892,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499909,1463,maternal grandmother,NA12892,Illumina HiSeq 2500,NW140619-III_76,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12892,female,ERP015812,EUR,European,"International hapmap project - ceph utah residents with ancestry from northern and western europe,Cytochrome p450\, subfamily iic\, polypeptide 19,Cyp2c19,International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe,Ceph/utah pedigree 1463"
