biosample,sample_name,library_ID,title,filename,LibraryStrategy,LibrarySource,LibrarySelection,LibraryLayout,Platform,InstrumentModel,DesignDescription,FileType
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0054,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0054.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0055,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0055.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0056,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0056.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0057,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0057.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0058,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0058.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0059,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0059.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0060,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0060.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0061,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0061.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0062,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0062.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0063,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0063.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0064,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0064.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0065,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0065.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0066,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0066.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0067,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0067.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0068,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0068.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0069,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0069.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0070,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0070.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0071,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0071.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0072,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0072.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0073,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0073.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0074,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0074.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0075,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0075.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0076,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0076.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0077,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0077.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0078,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0078.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0079,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0079.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0080,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0080.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0081,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0081.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0082,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0082.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0083,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0083.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0084,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0084.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0085,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0085.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0086,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0086.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0087,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0087.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0088,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0088.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0089,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0089.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0090,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0090.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0091,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0091.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0092,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0092.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0093,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0093.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0094,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0094.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0095,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0095.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0096,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0096.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0097,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0097.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0098,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0098.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0099,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0099.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0100,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0100.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0101,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0101.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0102,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0102.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0103,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0103.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0104,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0104.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0105,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0105.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0106,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0106.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0001,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0001.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0002,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0002.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0003,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0003.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0004,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0004.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0005,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0005.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0006,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0006.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0007,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0007.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0008,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0008.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0009,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0009.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0010,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0010.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0011,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0011.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0012,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0012.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0013,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0013.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0014,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0014.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0015,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0015.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0016,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0016.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0017,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0017.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0018,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0018.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0019,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0019.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0020,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0020.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0021,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0021.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0022,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0022.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0023,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0023.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0024,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0024.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0025,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0025.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0026,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0026.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0027,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0027.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0028,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0028.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0029,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0029.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371648,Human_GM12878,NanoStrandseq_GM12878_sc0030,NanoStrand-seq for GM12878,NanoStrandseq_GM12878_sc0030.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
